"","Region","Site","Quadrat","date_taken","annotation_status","Latitude","Longitude","Original.File.Name","Ascidians..stalked..Solitary","Ascidians..stalked.Colonial","Ascidians..Unstalked..Colonial","Ascidians..Unstalked..Solitary","Bryozoa..hard","Bryozoa..hard..encrusting","Bryozoa..Soft","Bryozoa..Soft..Foliaceous","Crustacea..Barnacles","Crustacea..Barnacles..Acorn","Echinoderms..sea.urchin..regular.urchins","Erect.coarse.branching.brown..Sargassum.sp.","Macroalgae..Articulated.calcareous..red","Macroalgae..Encrusting..brown","Macroalgae..Encrusting..red","Macroalgae..Erect.coarse.branching.brown","Macroalgae..Erect.coarse.branching.red","Macroalgae..Erect.fine.branching.brown","Macroalgae..Erect.fine.branching.green","Macroalgae..Erect.fine.branching.red","Macroalgae..Filamentous...filiform...brown","Macroalgae..Filamentous...filiform...green","Macroalgae..Filamentous...filiform...red","Macroalgae..Globose...saccate.brown","Macroalgae..Laminate..brown","Macroalgae..Laminate..brown..Zonaria.sp.","Macroalgae..Large.canopy.forming...Ecklonia","Molluscs..Gastropods","No.Data","Seagrasses..Elliptical.Leaves","Seagrasses..Strap.like.leaves","Shadow","Sponges..Erect.forms","Sponges.crusts","Substrate..Consolidated..hard..Boulders","Substrate..Consolidated..hard..Cobbles","Substrate..Consolidated..hard..Rock","Substrate..Unconsolidated...pebble.gravel","Substrate..Unconsolidated..Sand.Mud...2mm.","northing","easting","dominant","max_val"
"2031","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.8218222222222,151.293766666667,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0981D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256290.92299078,342095.804178458,"Macroalgae..Encrusting..red",100
"2032","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.8217972222222,151.293722222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0983D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256293.54262928,342091.670498253,"Macroalgae..Encrusting..red",96
"2033","Sydney","North.Head","2","2014-02-21","not_verified_by_human",33.8217972222222,151.293722222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0983D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,4,0,0,0,88,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256293.6886907,342091.683841458,"Macroalgae..Encrusting..red",88
"2034","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.8217861111111,151.293702777778,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0984D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,40,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6256294.83912274,342089.892785642,"Macroalgae..Encrusting..red",52
"2035","Sydney","North.Head","2","2014-02-21","not_verified_by_human",33.8217861111111,151.293702777778,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0984D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,8,0,0,0,0,0,6256294.88951194,342090.060977205,"Macroalgae..Encrusting..red",84
"2036","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.8217527777778,151.293655555556,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0987D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256298.3631063,342085.591645017,"Macroalgae..Encrusting..red",96
"2037","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.8217416666667,151.293638888889,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0988D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,6256299.54154226,342084.104851494,"Macroalgae..Encrusting..red",64
"2038","Sydney","North.Head","2","2014-02-21","not_verified_by_human",33.8217416666667,151.293638888889,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0988D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,36,0,0,0,0,0,4,0,6256299.55374559,342083.718550547,"Macroalgae..Encrusting..red",44
"2039","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.8217333333333,151.2936,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0990D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,8,0,4,0,68,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6256300.53174109,342080.242996417,"Macroalgae..Encrusting..red",68
"2040","Sydney","North.Head","2","2014-02-21","not_verified_by_human",33.8217333333333,151.2936,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0990D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256300.38217387,342080.393578239,"Macroalgae..Encrusting..red",100
"2041","Sydney","North.Head","3","2014-02-21","not_verified_by_human",33.8217333333333,151.2936,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0990D.jpg_3.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256300.3919151,342080.258884103,"Macroalgae..Encrusting..red",100
"2042","Sydney","North.Head","4","2014-02-21","not_verified_by_human",33.8217333333333,151.2936,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0990D.jpg_4.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256300.29169144,342080.321075926,"Macroalgae..Encrusting..red",96
"2043","Sydney","North.Head","5","2014-02-21","not_verified_by_human",33.8217333333333,151.2936,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0990D.jpg_5.jpg",0,0,0,0,0,0,0,0,0,0,4,0,0,0,92,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256300.37535399,342080.224392955,"Macroalgae..Encrusting..red",92
"2044","Sydney","North.Head","6","2014-02-21","not_verified_by_human",33.8217333333333,151.2936,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0990D.jpg_6.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6256300.45777733,342080.102377421,"Macroalgae..Encrusting..red",92
"2045","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.821725,151.293558333333,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0992D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,4,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6256301.23723895,342076.296742716,"Macroalgae..Encrusting..red",84
"2046","Sydney","North.Head","2","2014-02-21","not_verified_by_human",33.821725,151.293558333333,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0992D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256301.15714454,342076.607168179,"Macroalgae..Encrusting..red",100
"2047","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.8217166666667,151.293480555556,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0995D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,4,0,0,0,84,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6256302.12252381,342069.177155676,"Macroalgae..Encrusting..red",84
"2048","Sydney","North.Head","2","2014-02-21","not_verified_by_human",33.8217166666667,151.293480555556,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0995D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,4,0,0,0,80,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,6256302.13670228,342069.382112404,"Macroalgae..Encrusting..red",80
"2049","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.8217111111111,151.293458333333,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0996D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6256302.41133339,342067.223026434,"Macroalgae..Encrusting..red",68
"2050","Sydney","North.Head","2","2014-02-21","not_verified_by_human",33.8217111111111,151.293458333333,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0996D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,4,0,0,0,88,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256302.52010466,342067.206554476,"Macroalgae..Encrusting..red",88
"2051","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.8217055555556,151.293438888889,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0997D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256303.36337947,342065.488731669,"Macroalgae..Encrusting..red",100
"2052","Sydney","North.Head","2","2014-02-21","not_verified_by_human",33.8217055555556,151.293438888889,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0997D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,4,0,0,0,92,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256303.35445031,342065.167362575,"Macroalgae..Encrusting..red",92
"2053","Sydney","North.Head","3","2014-02-21","not_verified_by_human",33.8217055555556,151.293438888889,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0997D.jpg_3.jpg",0,0,0,0,0,0,0,0,0,0,8,0,0,0,64,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,6256303.26011935,342065.265379324,"Macroalgae..Encrusting..red",64
"2054","Sydney","North.Head","4","2014-02-21","not_verified_by_human",33.8217055555556,151.293438888889,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0997D.jpg_4.jpg",0,0,0,0,0,0,0,0,0,0,4,0,0,0,88,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256303.47491207,342065.295050332,"Macroalgae..Encrusting..red",88
"2055","Sydney","North.Head","5","2014-02-21","not_verified_by_human",33.8217055555556,151.293438888889,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0997D.jpg_5.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6256303.04586212,342065.234165469,"Macroalgae..Encrusting..red",76
"2056","Sydney","North.Head","6","2014-02-21","not_verified_by_human",33.8217055555556,151.293438888889,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_0997D.jpg_6.jpg",0,0,0,0,0,0,0,0,0,0,8,0,0,0,56,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,6256303.13570839,342065.300730385,"Macroalgae..Encrusting..red",56
"2057","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.821675,151.293372222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1000D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6256306.7055029,342058.891494076,"Macroalgae..Encrusting..red",88
"2058","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.8216638888889,151.293355555556,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1001D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6256307.80009622,342057.395027925,"Macroalgae..Encrusting..red",72
"2059","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.8216583333333,151.293336111111,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1002D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256308.28221244,342055.787901854,"Macroalgae..Encrusting..red",88
"2060","Sydney","North.Head","2","2014-02-21","not_verified_by_human",33.8216583333333,151.293336111111,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1002D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256308.22633597,342055.750975833,"Macroalgae..Encrusting..red",92
"2061","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.82165,151.293319444444,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1003D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,4,0,0,0,68,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,12,6256309.28142059,342054.299292028,"Macroalgae..Encrusting..red",68
"2062","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.8216416666667,151.293302777778,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1004D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6256310.11256226,342052.577514177,"Macroalgae..Encrusting..red",68
"2063","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.8216361111111,151.293283333333,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1005D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,4,0,0,0,48,0,0,0,0,0,36,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,6256310.65423945,342050.762592682,"Macroalgae..Encrusting..red",48
"2064","Sydney","North.Head","3","2014-02-21","not_verified_by_human",33.8216361111111,151.293283333333,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1005D.jpg_3.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256310.69236417,342050.758929851,"Macroalgae..Encrusting..red",68
"2065","Sydney","North.Head","4","2014-02-21","not_verified_by_human",33.8216305555556,151.293261111111,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1006D.jpg_4.jpg",0,0,0,0,0,0,0,0,0,0,16,0,0,0,80,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256311.37795679,342048.638190132,"Macroalgae..Encrusting..red",80
"2066","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.8216222222222,151.293233333333,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1007D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,0,0,12,0,0,0,4,0,16,0,0,0,0,4,0,0,0,0,0,0,36,6256312.34107564,342046.172606125,"Substrate..Unconsolidated..Sand.Mud...2mm.",36
"2067","Sydney","North.Head","2","2014-02-21","not_verified_by_human",33.8216222222222,151.293233333333,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1007D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,6256312.10843153,342046.029806558,"Macroalgae..Filamentous...filiform...brown",44
"2068","Sydney","North.Head","2","2014-02-21","not_verified_by_human",33.8216138888889,151.293191666667,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1009D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,6256313.16911822,342042.325419817,"Macroalgae..Encrusting..red",80
"2069","Sydney","North.Head","10","2014-02-21","not_verified_by_human",33.8216027777778,151.293147222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1011D.jpg_10.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6256314.20123032,342038.12404552,"Macroalgae..Encrusting..red",84
"2070","Sydney","North.Head","11","2014-02-21","not_verified_by_human",33.8216027777778,151.293147222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1011D.jpg_11.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,28,0,0,0,0,0,0,4,6256314.25555967,342038.219289344,"Macroalgae..Encrusting..red",60
"2071","Sydney","North.Head","12","2014-02-21","not_verified_by_human",33.8216027777778,151.293147222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1011D.jpg_12.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256314.14088101,342038.266610589,"Macroalgae..Encrusting..red",100
"2072","Sydney","North.Head","13","2014-02-21","not_verified_by_human",33.8216027777778,151.293147222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1011D.jpg_13.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256314.24908481,342038.100194275,"Macroalgae..Encrusting..red",100
"2073","Sydney","North.Head","14","2014-02-21","verified_by_human",33.8216027777778,151.293147222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1011D.jpg_14.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256314.29258135,342038.098844157,"Macroalgae..Encrusting..red",100
"2074","Sydney","North.Head","15","2014-02-21","not_verified_by_human",33.8216027777778,151.293147222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1011D.jpg_15.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256314.03309912,342038.137163428,"Macroalgae..Encrusting..red",100
"2075","Sydney","North.Head","16","2014-02-21","not_verified_by_human",33.8216027777778,151.293147222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1011D.jpg_16.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256314.16583428,342038.075956797,"Macroalgae..Encrusting..red",100
"2076","Sydney","North.Head","4","2014-02-21","not_verified_by_human",33.8216027777778,151.293147222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1011D.jpg_4.jpg",0,0,0,0,0,0,0,0,0,0,4,0,0,0,84,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6256314.1520843,342038.302074359,"Macroalgae..Encrusting..red",84
"2077","Sydney","North.Head","5","2014-02-21","not_verified_by_human",33.8216027777778,151.293147222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1011D.jpg_5.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6256314.24640307,342038.135448746,"Macroalgae..Encrusting..red",92
"2078","Sydney","North.Head","6","2014-02-21","not_verified_by_human",33.8216027777778,151.293147222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1011D.jpg_6.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256314.31141938,342038.228698714,"Macroalgae..Encrusting..red",72
"2079","Sydney","North.Head","7","2014-02-21","not_verified_by_human",33.8216027777778,151.293147222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1011D.jpg_7.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256314.33301802,342038.179653499,"Macroalgae..Encrusting..red",100
"2080","Sydney","North.Head","8","2014-02-21","not_verified_by_human",33.8216027777778,151.293147222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1011D.jpg_8.jpg",0,0,0,0,0,0,0,0,0,0,0,0,16,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256314.33694386,342038.283384768,"Macroalgae..Encrusting..red",84
"2081","Sydney","North.Head","9","2014-02-21","not_verified_by_human",33.8216027777778,151.293147222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1011D.jpg_9.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256314.19286582,342038.120913275,"Macroalgae..Encrusting..red",100
"2082","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.8215972222222,151.293125,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1012D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6256314.79164888,342035.806988811,"Macroalgae..Encrusting..red",92
"2083","Sydney","North.Head","2","2014-02-21","not_verified_by_human",33.8215972222222,151.293125,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1012D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,6256314.99619566,342036.135711317,"Macroalgae..Filamentous...filiform...brown",48
"2084","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.8215777777778,151.293083333333,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1014D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,8,0,0,0,84,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256316.97974819,342032.079155299,"Macroalgae..Encrusting..red",84
"2085","Sydney","North.Head","2","2014-02-21","not_verified_by_human",33.8215777777778,151.293083333333,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1014D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,4,0,0,0,80,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6256316.87489498,342032.232258467,"Macroalgae..Encrusting..red",80
"2086","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.8215638888889,151.293038888889,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1016D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,12,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6256318.45155194,342027.945972872,"Macroalgae..Encrusting..red",84
"2087","Sydney","North.Head","2","2014-02-21","not_verified_by_human",33.8215638888889,151.293038888889,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1016D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6256318.3011183,342028.033914915,"Macroalgae..Encrusting..red",96
"2088","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.8215583333333,151.293019444444,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1017D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256318.96258101,342026.178040785,"Macroalgae..Encrusting..red",84
"2089","Sydney","North.Head","2","2014-02-21","not_verified_by_human",33.8215583333333,151.293019444444,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1017D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,6256318.89229896,342026.208862497,"Macroalgae..Encrusting..red",88
"2090","Sydney","North.Head","3","2014-02-21","not_verified_by_human",33.8215583333333,151.293019444444,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1017D.jpg_3.jpg",0,0,0,0,0,0,0,0,0,0,8,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256318.95169966,342026.167959894,"Macroalgae..Encrusting..red",92
"2091","Sydney","North.Head","5","2014-02-21","not_verified_by_human",33.8215583333333,151.293019444444,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1017D.jpg_5.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6256319.2245751,342026.13505793,"Macroalgae..Encrusting..red",84
"2092","Sydney","North.Head","6","2014-02-21","not_verified_by_human",33.8215583333333,151.293019444444,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1017D.jpg_6.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,16,0,6256319.02780331,342026.253079201,"Macroalgae..Encrusting..red",56
"2093","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.8215083333333,151.292933333333,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1021D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,16,0,0,0,76,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6256324.3612822,342018.049687845,"Macroalgae..Encrusting..red",76
"2094","Sydney","North.Head","1","2014-02-21","not_verified_by_human",33.8214944444444,151.292913888889,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1022D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,4,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256325.84792981,342016.317580896,"Macroalgae..Encrusting..red",96
