"","Region","Site","Quadrat","date_taken","annotation_status","Latitude","Longitude","Original.File.Name","Ascidians..stalked..Solitary","Ascidians..stalked.Colonial","Ascidians..Unstalked..Colonial","Ascidians..Unstalked..Solitary","Bryozoa..hard","Bryozoa..hard..encrusting","Bryozoa..Soft","Bryozoa..Soft..Foliaceous","Crustacea..Barnacles","Crustacea..Barnacles..Acorn","Echinoderms..sea.urchin..regular.urchins","Erect.coarse.branching.brown..Sargassum.sp.","Macroalgae..Articulated.calcareous..red","Macroalgae..Encrusting..brown","Macroalgae..Encrusting..red","Macroalgae..Erect.coarse.branching.brown","Macroalgae..Erect.coarse.branching.red","Macroalgae..Erect.fine.branching.brown","Macroalgae..Erect.fine.branching.green","Macroalgae..Erect.fine.branching.red","Macroalgae..Filamentous...filiform...brown","Macroalgae..Filamentous...filiform...green","Macroalgae..Filamentous...filiform...red","Macroalgae..Globose...saccate.brown","Macroalgae..Laminate..brown","Macroalgae..Laminate..brown..Zonaria.sp.","Macroalgae..Large.canopy.forming...Ecklonia","Molluscs..Gastropods","No.Data","Seagrasses..Elliptical.Leaves","Seagrasses..Strap.like.leaves","Shadow","Sponges..Erect.forms","Sponges.crusts","Substrate..Consolidated..hard..Boulders","Substrate..Consolidated..hard..Cobbles","Substrate..Consolidated..hard..Rock","Substrate..Unconsolidated...pebble.gravel","Substrate..Unconsolidated..Sand.Mud...2mm.","northing","easting"
"183","Sydney","Manly.Outside","16","2014-03-04","verified_by_human",-33.8051861111111,151.303344444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0158D.jpg_16.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,24,0,0,0,0,0,52,0,0,0,0,4,0,0,0,0,0,4,0,6258150.18305517,342951.874959902
"184","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8051861111111,151.303344444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0158D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258150.29095535,342952.031172036
"185","Sydney","Manly.Outside","3","2014-03-04","verified_by_human",-33.8051861111111,151.303344444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0158D.jpg_3.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,84,0,0,0,0,12,0,0,0,0,0,0,0,6258150.42634341,342951.827326441
"186","Sydney","Manly.Outside","5","2014-03-04","verified_by_human",-33.8051861111111,151.303344444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0158D.jpg_5.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258150.38764389,342951.843336278
"187","Sydney","Manly.Outside","6","2014-03-04","verified_by_human",-33.8051861111111,151.303344444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0158D.jpg_6.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258150.27331116,342952.09225049
"188","Sydney","Manly.Outside","7","2014-03-04","verified_by_human",-33.8051861111111,151.303344444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0158D.jpg_7.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258150.23873511,342951.846549973
"189","Sydney","Manly.Outside","8","2014-03-04","verified_by_human",-33.8051861111111,151.303344444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0158D.jpg_8.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,6258150.23190954,342951.989332191
"190","Sydney","Manly.Outside","9","2014-03-04","verified_by_human",-33.8051861111111,151.303344444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0158D.jpg_9.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258150.24294521,342951.910027114
"191","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8051916666667,151.303327777778,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0159D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,72,0,0,0,0,20,0,0,0,0,0,0,0,6258149.70588488,342950.45633308
"192","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8051916666667,151.303327777778,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0159D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,36,0,56,0,0,0,0,4,0,0,0,0,0,0,0,6258149.5741313,342950.584280224
"193","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8051916666667,151.303325,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0160D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,88,0,0,0,0,0,0,0,0,0,0,0,0,6258149.95893833,342950.316902595
"194","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8051916666667,151.303325,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0160D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,4,0,0,0,0,12,0,0,0,4,0,36,0,0,0,0,20,0,0,0,0,0,0,0,6258149.69371959,342950.125152972
"195","Sydney","Manly.Outside","3","2014-03-04","verified_by_human",-33.8051916666667,151.303325,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0160D.jpg_3.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,36,0,0,0,24,0,12,0,0,0,0,16,0,0,0,0,0,4,0,6258149.57519316,342949.929720198
"196","Sydney","Manly.Outside","4","2014-03-04","verified_by_human",-33.8051916666667,151.303325,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0160D.jpg_4.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258149.71023241,342950.408009911
"197","Sydney","Manly.Outside","5","2014-03-04","verified_by_human",-33.8051916666667,151.303325,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0160D.jpg_5.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,72,0,0,0,0,0,0,4,0,0,0,0,0,6258149.65965898,342950.224950368
"198","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8051916666667,151.303325,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0161D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,0,0,0,60,0,8,0,0,0,0,0,0,0,0,0,0,0,12,6258149.73179495,342950.156903799
"199","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8051916666667,151.303325,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0163D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258149.694976,342950.209254594
"200","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8051916666667,151.303325,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0163D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258149.77447321,342950.141806168
"201","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8051916666667,151.303325,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0164D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,76,0,0,0,0,8,0,0,0,0,0,0,0,6258149.61940371,342950.200313216
"202","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8051916666667,151.303325,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0164D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,28,0,0,0,16,0,28,0,0,0,0,8,0,0,0,0,0,0,0,6258149.85146922,342950.118219077
"203","Sydney","Manly.Outside","3","2014-03-04","verified_by_human",-33.8051916666667,151.303325,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0164D.jpg_3.jpg",0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,32,0,0,0,12,0,40,0,0,0,0,4,0,0,0,0,0,0,0,6258149.52842895,342950.021222964
"204","Sydney","Manly.Outside","4","2014-03-04","verified_by_human",-33.8051916666667,151.303325,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0164D.jpg_4.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258149.68571721,342950.257027578
"205","Sydney","Manly.Outside","5","2014-03-04","verified_by_human",-33.8051916666667,151.303325,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0164D.jpg_5.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,16,0,48,0,0,0,0,4,0,0,0,0,0,0,12,6258149.71699496,342950.310218254
"206","Sydney","Manly.Outside","6","2014-03-04","verified_by_human",-33.8051916666667,151.303325,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0164D.jpg_6.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,12,0,0,0,12,0,40,0,0,0,0,0,0,0,4,0,8,0,4,6258149.793326,342950.127369695
"207","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8051916666667,151.303325,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0165D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,8,0,0,0,32,0,16,0,0,0,0,4,0,0,0,0,0,0,8,6258149.53940048,342950.032914776
"208","Sydney","Manly.Outside","3","2014-03-04","verified_by_human",-33.8051916666667,151.303325,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0165D.jpg_3.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,20,0,0,0,32,0,20,0,0,0,0,0,0,0,0,0,0,0,0,6258149.83941345,342950.153772838
"209","Sydney","Manly.Outside","4","2014-03-04","verified_by_human",-33.8051916666667,151.303325,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0165D.jpg_4.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,12,0,0,0,16,0,36,0,0,0,0,4,0,0,0,0,0,0,0,6258149.71166321,342949.984921911
"210","Sydney","Manly.Outside","5","2014-03-04","verified_by_human",-33.8051916666667,151.303325,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0165D.jpg_5.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,16,0,8,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6258149.7434005,342950.158456938
"211","Sydney","Manly.Outside","6","2014-03-04","verified_by_human",-33.8051916666667,151.303325,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0165D.jpg_6.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,0,16,0,0,0,0,0,0,12,6258149.59252908,342950.095213718
"212","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8051916666667,151.303325,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0166D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,4,0,0,0,0,44,0,0,0,0,0,8,0,0,0,32,0,4,0,0,0,0,0,0,8,0,0,0,0,0,6258149.86423376,342950.124146894
"213","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.805175,151.303291666667,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0167D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,4,0,6258151.47625649,342946.926336731
"214","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.805175,151.303291666667,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0167D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6258151.5161405,342947.222308158
"215","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.805125,151.303191666667,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0170D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6258156.85231312,342937.660124182
"216","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8051027777778,151.303177777778,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0171D.jpg_1.jpg",0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,44,0,40,0,0,0,0,0,0,0,0,0,0,0,0,6258159.39381488,342936.206323233
"217","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8050861111111,151.303158333333,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0172D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,68,0,4,0,0,0,0,0,20,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6258161.08558009,342934.556085616
"218","Sydney","Manly.Outside","2","2014-03-04","not_verified_by_human",-33.8050861111111,151.303158333333,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0172D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,52,0,0,0,28,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6258161.34877627,342934.562683837
"219","Sydney","Manly.Outside","1","2014-03-04","not_verified_by_human",-33.8050722222222,151.303136111111,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0173D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,40,0,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6258162.78653731,342932.355202214
"220","Sydney","Manly.Outside","2","2014-03-04","not_verified_by_human",-33.8050722222222,151.303136111111,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0173D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,0,0,0,0,8,28,0,0,0,32,0,0,0,0,4,0,0,0,4,0,0,0,0,0,6258162.43379496,342932.164892817
"221","Sydney","Manly.Outside","2","2014-03-04","not_verified_by_human",-33.80505,151.303116666667,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0174D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,16,32,0,0,0,32,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6258165.00191874,342930.54907267
"222","Sydney","Manly.Outside","1","2014-03-04","not_verified_by_human",-33.8050277777778,151.3031,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0175D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,24,0,0,0,40,0,0,0,0,0,0,4,0,4,0,0,0,0,0,6258167.49971822,342929.086656287
"223","Sydney","Manly.Outside","2","2014-03-04","not_verified_by_human",-33.8050277777778,151.3031,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0175D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,0,0,0,0,12,28,0,0,0,20,12,0,0,0,4,0,0,0,0,0,0,0,0,0,6258167.33054715,342929.023633196
"224","Sydney","Manly.Outside","1","2014-03-04","not_verified_by_human",-33.8050111111111,151.303080555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0176D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,4,0,24,0,0,0,0,0,24,0,0,0,40,0,4,0,0,4,0,0,0,0,0,0,0,0,0,6258169.21591736,342927.189276412
"225","Sydney","Manly.Outside","2","2014-03-04","not_verified_by_human",-33.8050111111111,151.303080555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0176D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,20,0,0,0,0,8,24,0,0,4,0,8,0,4,0,0,0,0,0,6258169.26419679,342927.255176359
"226","Sydney","Manly.Outside","3","2014-03-04","verified_by_human",-33.8050111111111,151.303080555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0176D.jpg_3.jpg",0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,8,0,0,0,44,0,36,0,0,0,0,0,0,0,0,0,0,0,0,6258169.36953448,342927.080448422
"227","Sydney","Manly.Outside","4","2014-03-04","not_verified_by_human",-33.8050111111111,151.303080555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0176D.jpg_4.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,52,0,0,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6258169.33085543,342927.30877199
"228","Sydney","Manly.Outside","5","2014-03-04","not_verified_by_human",-33.8050111111111,151.303080555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0176D.jpg_5.jpg",0,0,0,0,0,0,0,0,0,0,0,0,4,0,44,0,0,0,0,0,24,0,0,0,8,8,12,0,0,0,0,0,0,0,0,0,0,0,0,6258169.26247906,342927.198559883
"229","Sydney","Manly.Outside","6","2014-03-04","verified_by_human",-33.8050111111111,151.303080555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0176D.jpg_6.jpg",0,0,0,0,0,0,0,0,0,0,0,0,8,0,52,0,0,0,0,0,20,0,0,0,4,4,0,0,0,0,0,8,0,4,0,0,0,0,0,6258169.31308503,342927.269825353
"230","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8049972222222,151.303061111111,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0177D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,64,0,28,0,0,0,0,0,0,0,0,0,0,0,0,6258171.12061798,342925.47707047
"231","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8049972222222,151.303061111111,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0177D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,16,0,0,0,56,0,20,0,0,0,0,0,0,0,0,0,0,0,0,6258170.94905869,342925.396007738
"232","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8049777777778,151.303052777778,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0178D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,0,0,0,0,0,8,0,0,0,28,0,40,0,0,0,0,0,0,0,0,0,0,0,0,6258173.0302809,342924.478798161
"233","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8049555555556,151.303041666667,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0179D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258175.50056537,342923.613747022
"234","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8049388888889,151.303030555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0180D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258177.19740684,342922.238370057
"235","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8049388888889,151.303030555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0180D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,28,0,68,0,0,0,0,0,0,0,0,0,0,0,0,6258177.26421539,342922.383907477
"236","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8049027777778,151.303022222222,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0182D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258181.27383189,342921.575362917
"237","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.804875,151.303019444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0183D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,28,0,4,0,0,0,0,0,32,0,0,0,32,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6258184.27436391,342921.276393344
"238","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8048555555556,151.303008333333,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0184D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,6258186.41530803,342920.330909036
"239","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8048555555556,151.303008333333,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0184D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,20,0,8,0,0,0,0,0,32,0,0,0,36,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6258186.51126277,342920.242484834
"240","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8048361111111,151.303005555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0185D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,6258188.57261297,342919.976886827
"241","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8048138888889,151.303002777778,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0186D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,24,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6258191.05544139,342919.631434417
"242","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8048138888889,151.303002777778,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0186D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,16,0,0,0,16,0,56,0,0,0,0,4,0,0,0,0,0,0,0,6258191.04122549,342919.613633464
"243","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8047916666667,151.303,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0187D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,36,0,0,0,32,0,4,0,0,0,0,0,0,4,0,0,0,0,0,6258193.61757902,342919.410184703
"244","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8047555555556,151.302986111111,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0189D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,6258197.56488168,342918.1034927
"245","Sydney","Manly.Outside","1","2014-03-04","not_verified_by_human",-33.8047333333333,151.302977777778,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0190D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,24,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6258199.93772545,342916.936488385
"246","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8047333333333,151.302977777778,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0190D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,68,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,6258199.93958286,342917.234071962
"247","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8047111111111,151.302975,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0191D.jpg_1.jpg",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6258202.52619009,342916.916499413
"248","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8047111111111,151.302975,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0191D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6258202.41101448,342916.8365002
"249","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8046944444444,151.302975,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0192D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,48,0,0,0,28,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6258204.41066728,342916.943662895
"250","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8046944444444,151.302975,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0192D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,28,0,0,0,16,0,40,0,0,0,0,8,0,0,0,0,0,0,0,6258204.26653012,342916.809637896
"251","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8046722222222,151.302969444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0193D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,28,0,4,0,0,0,0,0,20,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,6258206.69998157,342916.265206654
"252","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8046722222222,151.302969444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0193D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,20,0,76,0,0,0,0,0,0,0,0,0,0,0,0,6258206.54070767,342916.379380698
